0.021093,0.030861,0.746004
0.021083,0.030853,0.746007
0.021080,0.030833,0.746024
0.021091,0.030774,0.746035
0.021180,0.030636,0.746059
0.021268,0.030460,0.746076
0.021503,0.030037,0.749791
0.021908,0.029340,0.775630
0.022534,0.028156,0.819333
0.023091,0.026650,0.875239
0.023104,0.025466,0.919845
0.022762,0.023903,0.971773
0.022753,0.022716,0.971759
0.019757,0.022167,0.949439
0.017867,0.021889,0.933194
0.017002,0.022199,0.937439
0.016038,0.022802,0.951027
0.014984,0.027396,0.971560
0.013695,0.037855,0.966398
0.012275,0.050862,0.918420
0.011371,0.061426,0.871030
0.012222,0.416931,0.819592
0.012323,0.594151,0.761063
0.012762,0.904632,0.322903
0.013377,0.858710,0.103968
0.014207,0.886763,0.057618
0.014835,0.921880,0.051582
0.015031,0.956753,0.011694
0.014638,0.972423,0.014870
0.013747,0.972631,0.015982
0.011997,0.963732,0.016570
0.009280,0.957251,0.016949
0.005961,0.956593,0.017208
0.005515,0.956999,0.017391
0.005647,0.962524,0.017525
0.008058,0.970166,0.017630
0.013979,0.969574,0.017718
0.020019,0.970871,0.017797
0.022572,0.956529,0.017869
0.001211,0.868390,0.017938
0.013661,0.804002,0.018004
0.155265,0.728833,0.018069
0.355889,0.633279,0.018133
0.962288,0.212181,0.018189
0.961284,0.073945,0.018240
0.964752,0.106930,0.018285
0.965848,0.079311,0.018324
0.964136,0.056954,0.018354
0.961045,0.047593,0.018378
0.958440,0.040704,0.018397
0.947279,0.034768,0.018413
0.962143,0.029512,0.018426
0.946475,0.025019,0.018436
0.936085,0.021308,0.018444
0.927914,0.018499,0.018451
0.921799,0.016272,0.018455
0.916782,0.014588,0.018458
0.912974,0.013464,0.018461
0.912585,0.012549,0.018463
0.912290,0.011809,0.018464
0.912043,0.011092,0.018465
0.911833,0.010440,0.018467
0.911713,0.010085,0.018467
0.911645,0.009876,0.018468
0.911609,0.009776,0.018468
0.911598,0.009772,0.018468
0.911593,0.009786,0.018468
0.911589,0.009797,0.018468
0.911584,0.009798,0.018468
0.911581,0.009794,0.018468
0.911574,0.009771,0.018468
0.911560,0.009708,0.018468
0.911543,0.009634,0.018468
0.911600,0.009903,0.018468
0.911612,0.009960,0.018468
0.911643,0.010104,0.018467
0.911611,0.009960,0.018468
0.911324,0.008557,0.018470
0.911611,0.009960,0.018468
0.911010,0.006803,0.018473
0.911130,0.007504,0.018472
